Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency,Headline Word,Headline Frequency,Headline Percent 
Last Humans," Action,  Horror",16-Jun-17,UK,,,,"Directed by Nathan Hughes. With Michael .C. Angell, Amy Warren, Aaron-Jason Green, Jamina Wittke. it's been 7 months since the outbreak, Joel and Jade now must survive the new cruel world. But it becomes more dangerous for them when they discover that they are been hunted, now they must fight for their survival.","Michael .C. Angell, Amy Warren, Aaron-Jason Green, Jamina Wittke, Andrew Garner, Nathan Hughes, John Mccormack, Megan Ralph, Anton Arenko, Gemma Kershaw, Antony Makinson, Illya Khmelkovskyy, Tom Davidson, Anthony Hamer",English,"Stockport, Cheshire, England, UK",,Nozomi Sasaki,3.0,Nathan Hughes,hantu,1.0,miles,13.0,,,Bats,1,0.000501796
Cut/Print," Horror,  Thriller",2-Nov-12,USA,UNRATED,5.1,92 min,"Directed by Nathaniel Nose. With Ele Bardha, Angela Chetcuti, Chelsey Fatula, Ken Foree. A group of ambitious filmmakers set out to create the world's first reality horror movie. Their plan was simple; they'd offer an active serial killer complete anonymity and a worldwide platform from which to display his work in exchange for genuine footage of his grisly crimes. What ensues is a hellish game of cat and mouse as a cryptic filmmaker, known only as The Maestro, comes out from hiding ...","Ele Bardha, Angela Chetcuti, Chelsey Fatula, Ken Foree, Tamara Frapasella, Randall Godwin, Gavin Heffernan, Janice Hewitt, Erik F. Hill, Joan Jack, Dave Marchant, Christian Mathis, Craig Meier, Michael Mili, Bryce Molacek",English,,1000000.0,Ian Bamberg,3.0,Nathaniel Nose,jigsaw,1.0,satanic,13.0,,,Battens,1,0.000501796
Le scaphandrier," Adventure,  Horror,  Sci-Fi,  Thriller",20-Feb-15,Canada,,4.5,78 min,"Directed by Alain Vézina. With Édith Côté-Demers, Alexandre Landry, Raymond Bouchard, Éric Gagné. A ship was found drifting with its crew massacred on the coast of the Gaspé ... It's consternation! In the process, an ambitious journalist, helped a young museum professional archivist rather shy and sedentary, discovers that a collector of maritime objects with dubious intentions may be linked to this terrible story. Then begins a race against time to find out who is this mysterious diver ...","Édith Côté-Demers, Alexandre Landry, Raymond Bouchard, Éric Gagné, Béatrice Picard, Luc Pilon, Charles Dauphinais, Jean-Guy Bouchard, Widemir Normil, Pierre Mailloux, Pascale Létourneau, Dominique Laniel, Simon Therrien, Sylvio Archambault, Jean-Philippe Debien",French,"Rimouski, Québec, Canada",1000000.0,Diana Toshiko,3.0,Alain Vézina,keller,1.0,light,13.0,,,Battered,1,0.000501796
Run Hell," Action,  Horror,  Thriller",9-Sep-14,USA,NOT RATED,3.4,80 min,"Directed by James Thomas. With Dave Finn, Canyon Prince, Robyn Buck, Tamara Carey. When four friends end up stranded in the small town of Spaulding, one local family offers help. The family's real motives become terrifyingly obvious, as the couples find themselves fighting for their lives.","Dave Finn, Canyon Prince, Robyn Buck, Tamara Carey, J Michael Briggs, Jessica Cameron, Aaron Rice, Shondale Seymour, Kurtis Bedford, Ben Begley, Philip Nathanael, Lewis Blanchard, Jason J. Lewis, David Maddox, Dominic DeMaria",English,,,Tim DeZarn,3.0,James Thomas,liferaft,1.0,keeping,13.0,,,Batteries,1,0.000501796
Yoogan," Horror,  Thriller",24-Apr-15,India,,6.6,,"Directed by Kamal G. With Yashmith, Sakshi Agarwal, Siddhu Grn, Pradeep Balaji. Yoogan is an upcoming Tamil horror, suspense thriller film directed by Kamal G. Starring Yashmith and Sakshi Agarwal in the lead roles. It is a horror story which revolves around the problems that happen in an IT company.","Yashmith, Sakshi Agarwal, Siddhu Grn, Pradeep Balaji, Shyam Kirthivasan",Tamil,,,Lulu Wilson,3.0,Kamal G,,,knows,13.0,,,Battery,1,0.000501796
Evil Dead," Fantasy,  Horror",5-Apr-13,USA,R,6.5,91 min,"Directed by Fede Alvarez. With Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci. Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.","Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas, Elizabeth Blackmore, Phoenix Connolly, Jim McLarty, Sian Davis, Stephen Butterworth, Karl Willetts, Randal Wilson, Rupert Degas, Bob Dorian, Ellen Sandweiss, Inca",English,"Muriwai Beach, Woodhill Forest, Woodhill, Auckland, New Zealand",17000000.0,Joe Chrest,2.0,Fede Alvarez,paranormal,14.0,stars,12.0,,,Battled,1,0.000501796
Sorrow," Crime,  Drama,  Horror,  Thriller",21-Apr-15,USA,NOT RATED,3.2,91 min,"Directed by Millie Loredo. With Vannessa Vasquez, Andrew Sensenig, Melissa Mars, Eric Martinez. A couple of depraved killers find themselves in a different situation when the survivor takes matters into her own hands.","Vannessa Vasquez, Andrew Sensenig, Melissa Mars, Eric Martinez, Mary Etuk, Donny Boaz, Evangeline Gabriel Young, Bill Ross, Elle LaMont, John Mastrangelo, Brenden Whitney, Heather Williams, Barbara Ackles, Natan Cruz, Michael Basil",English,"Houston, Texas, USA",,Lauren Compton,2.0,Millie Loredo,within,9.0,master,12.0,,,Battlegrounds,1,0.000501796
Prosper," Horror,  Thriller",3-Mar-14,USA,,8.8,93 min,"Directed by Deronte Smith. With April Hollingsworth, Shayla Love, Nic Wolfe, Davien Harlis. The rumored daughter of Sarah Good, the first witch to be tried and hung during the Salem Witch trials, lives and commands the spirit world at her fingertips. Irene, as she is known, must sacrifice the lives of a small group of youths every 30 years for preserving her own youthful appearance, powers and prosperity. On this day, Irene sets the bait for Dalton, an unassuming young man looking for ...","April Hollingsworth, Shayla Love, Nic Wolfe, Davien Harlis, Renier Cortes, Walnette Marie Santiago, Anastasia Pekhtereva, Sonya Thompson, Diva Tyler, Addy Miller, Blake Cooper, Jade Nicolette, Garrick Parks, Susan D'Angelo, Samme William",English,"Lawrenceville, Georgia, USA",100000.0,David Kallaway,2.0,Deronte Smith,legend,8.0,birthday,12.0,,,Battler,1,0.000501796
Petak Umpet Minako, Horror,7-Sep-17,Indonesia,,4.6,,"Directed by Billy Christian. With Regina Rengganis, Gandhi Fernando, Miller Khan, Natasha Gott. A group of young people performing the Kakurenbo HItori's ritual.","Regina Rengganis, Gandhi Fernando, Miller Khan, Natasha Gott, Nicky Tirta",Indonesian,,,Vanessa Azzopardi,2.0,Billy Christian,lane,6.0,elite,12.0,,,Battleship,1,0.000501796
Rain Woman, Horror,4-Jun-16,Japan,,1.2,,"Directed by Takashi Shimizu. With Hono Miyabe, Nao, Nana Seino, Tomorô Taguchi.","Hono Miyabe, Nao, Nana Seino, Tomorô Taguchi, Yû Takahashi, Shuntarô Yanagi",Japanese,,,Reshmi Menon,2.0,Takashi Shimizu,cut,5.0,s,12.0,,,Batumi,1,0.000501796
Heavy Makeup," Horror,  Mystery,  Thriller",30-Oct-15,USA,,8.0,120 min,"Directed by Chris Morrissey. With Share Cherrie, Juli Kreko, Whitney Quinlan, Gia Franzia. After a series of brutal murders occur in their quiet Hollywood neighborhood, two women search for clues to uncover the identity of a serial killer who is targeting struggling young actresses.","Share Cherrie, Juli Kreko, Whitney Quinlan, Gia Franzia, Jessica Velle, Ophelia Demure, Belle Heflin, Rachel Alig, Brittany Andrews, Pedro Diaz, Anthony Carrillo, Zens Varoni, Angelie Hollywood, Patrick Moreira, J. Daniel Mesta",English,"Los Angeles, California, USA",,Lou Veloso,2.0,Chris Morrissey,ghosts,5.0,meeting,12.0,,,Bauer,1,0.000501796
Crypt, Horror,29-Jan-15,Peru,R,3.4,84 min,"Directed by Craig McMahon. With Sarah Oh, Mike Ranallo, Abra May, Cristen Irene. Six young criminals break into hidden catacombs and attempt to steal jewels, but some inhabitants are guarding the precious belongings. After being trapped in this dark maze of crypts, the group tries to escape alive.","Sarah Oh, Mike Ranallo, Abra May, Cristen Irene, Joanna Ke, Delaina Stevens, R. Keith Wilson, Nathan Hill, Michael David Hill, Hollywood Yates, Seth Gandrud, Savanah D. McMahon, E. Adam Thomas",English|Spanish,"Scottsdale, Arizona, USA",1350000.0,Mel Mills,2.0,Craig McMahon,still,4.0,alison,12.0,,,Bayard,1,0.000501796
Men," Fantasy,  Horror,  Thriller",31-May-16,USA,TV-MA,3.4,133 min,"Directed by Jonathan Holbrook. With Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman. A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.","Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman, Jennifer Angelucci-Medina, Jeff Barber, Anthony Brogan, Olisa Spyc-e Enrico, Tim Forehand, Earl Gray, Rachelle Henry, Jonathan Holbrook, Maile Hudson, Mark A Johnston, Dave Kosloski",English,"Everett, Washington, USA",300000.0,Riley Smith,2.0,Jonathan Holbrook,cin,4.0,times,12.0,,,Bayshore,1,0.000501796
Dead Souls, Horror,12-Oct-12,USA,NOT RATED,4.5,92 min,"Directed by Colin Theys. With Jesse James, Magda Apanowicz, Bill Moseley, Geraldine Hughes. Johnny Petrie learns on his 18th birthday that he was adopted after inheriting a farm in Maine. Eager to start a new life, Johnny leaves home so he can began afresh in this ""new"" dwelling. However, Johnny soon discovers that the farm, which has been abandoned for eighteen years since his natural family died, harbors a horrifying history about the deaths of said natural family.","Jesse James, Magda Apanowicz, Bill Moseley, Geraldine Hughes, Noah Fleiss, Jaiden Kaine, J.H. Torrance Downes, Elizabeth Irene, Kyle Donnery, Bridget Megan Clark, Kevin Shea, Jeff Ronan, Morgan West, Anthony Del Negro, Peter Waluk",English,"Canterbury, Connecticut, USA",,Spencer Treat Clark,2.0,Colin Theys,happy,4.0,lawrence,12.0,,,BCRA,1,0.000501796
Won Ton Baby," Comedy,  Horror",20-Mar-12,USA,,5.8,,"Directed by James Morgart. With Debbie Rochon, Lou Martini Jr., Suzi Lorraine, Justin Derry. Former brothel owner struggles to protect her family from a parasitic twin.","Debbie Rochon, Lou Martini Jr., Suzi Lorraine, Justin Derry, Jewel Elizabeth, Vic Fraternale, Victoria Guthrie, Gunnar Hansen, Keely Hunt, Catherine Jandrain, Robert Kabakoff, Kiran Malhotra, Andy Martinez, James Morgart, Danielle Olin",English,"Brooklyn, New York City, New York, USA",,Zack Andrews,2.0,James Morgart,wicked,4.0,hand,12.0,,,BDA,1,0.000501796
Dark Waves," Fantasy,  Horror",9-Aug-16,USA,R,4.3,86 min,"Directed by Domiziano Cristopharo. With Giovanni Andriuoli, Angelo Campus, Luca Canonici, David D'Ingeo. Strange events in the open sea haunt two young lovers in this supernatural fantasy. When the couple finds rare gold, they unlock a dark adventure filled with zombie pirates out for vengeance.","Giovanni Andriuoli, Angelo Campus, Luca Canonici, David D'Ingeo, Nancy de Lucia, Gabriele Guerra, Arian Levanael, Antonella Salvucci",Italian,Italy,100000.0,Shauna Macdonald,2.0,Domiziano Cristopharo,witches,3.0,security,12.0,,,BDS,1,0.000501796
Tragedy Girls," Comedy,  Horror",20-Oct-17,USA,R,6.8,98 min,"Directed by Tyler MacIntyre. With Josh Hutcherson, Brianna Hildebrand, Kevin Durand, Nicky Whelan. A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy and cement their legacy as modern horror legends.","Josh Hutcherson, Brianna Hildebrand, Kevin Durand, Nicky Whelan, Craig Robinson, Alexandra Shipp, Rosalind Chao, Jack Quaid, Austin Abrams, Timothy V. Murphy, Elise Neal, Savannah Jayde, Loren Lester, Marycarmen Lopez, Tory Stolper",English,"Kentucky, USA",,Jonathan Hyde,2.0,Tyler MacIntyre,sleeping,3.0,myth,12.0,,,Beached,1,0.000501796
Kind, Horror,20-Aug-17,USA,,4.2,72 min,"Directed by Randall Cropp. With Zech Johnson, Sean Taylor, Randall Cropp, Jeremy Michael Pereira. Three best friends try to get 'internet famous' by filming their own survival show out in the woods. A weekend trip to accomplish this project turns deadly when a mysterious and very foreign visitor ends up in their neck of the woods.","Zech Johnson, Sean Taylor, Randall Cropp, Jeremy Michael Pereira, Christopher Cowley, Harold Dennis, Gemma Garcia, Chelsea Taylor Leech, August Lysy, Walt Sloan, Joette Waters",English,"Portage, Michigan, USA",5000.0,Lilian Blanc,2.0,Randall Cropp,cemetery,2.0,romance,12.0,,,Beachhead,1,0.000501796
Red Sword, Horror,3-Mar-12,Japan,,6.8,76 min,"Directed by Naoyuki Tomomatsu. With Asami, Momoka Nishina, Tomoaki Sandan, Manzô Shinra. Long, long ago, there was a wolf-man tribe who had no women. All through history these desperate wolf men have attacked and raped female humans as a way to continue their species. But the wolf men have a terrible legend where every hundred years, on the night of a red moon, a little girl is born and she is destined to destroy the wolf-man tribe. The lecherous wolf men are so afraid of females ...","Asami, Momoka Nishina, Tomoaki Sandan, Manzô Shinra, Natsuki Yonemoto",Japanese,,,Missy Cross,2.0,Naoyuki Tomomatsu,found,2.0,risk,12.0,,,Beal,1,0.000501796
Pwera usog, Horror,8-Mar-17,Philippines,,7.1,93 min,"Directed by Jason Paul Laxamana. With Joseph Marco, Sofia Andres, Albie Casiño, Devon Seron. It tells the story of a group of pranksters who scares a homeless girl and accidentally injuring her. One by one, they start encountering a shadow whose glare causes them to fall severely ill and die.","Joseph Marco, Sofia Andres, Albie Casiño, Devon Seron, Kiko Estrada, Aiko Melendez, Eula Valdez, Cherise Castro, Rommel Padilla, Ashley Sarmiento, Gelo Alvaran, Pontri Bernardo, Erlinda Villalobos, Basti Santos",Filipino|Tagalog,,,Kevin Smith,2.0,Jason Paul Laxamana,savage,2.0,suffers,12.0,,,Bear,1,0.000501796
Hungerford," Horror,  Sci-Fi",3-Oct-14,USA,,4.0,79 min,"Directed by Drew Casson. With Georgia Bradley, Sam Carter, Drew Casson, Mark Cusack. The lives of a group of teenagers are turned upside down when their town is taken over by sinister forces.","Georgia Bradley, Sam Carter, Drew Casson, Mark Cusack, James Haslam, Matthew Jackson, Lee Kelly, Nigel Morgan, Colin Murtagh, Paul Radziwill, Tom Scarlett, Jenna Sharpe, Kitty Speed, Colin Stark",English,"Hungerford, London, England, UK",20000.0,Antwoine Steele,2.0,Drew Casson,tape,2.0,jenny,12.0,,,Bearers,1,0.000501796
uk18," Drama,  Horror,  Thriller",1-Feb-17,USA,,7.2,86 min,"Directed by Andrew Tiernan. With Shona McWilliams, Jamie Beddard, Ian Hart, Jean-Marc Barr. A documentary film-maker suspects she is being brainwashed by a secret government organisation.","Shona McWilliams, Jamie Beddard, Ian Hart, Jean-Marc Barr, Tim Bentinck, Jack Roth, Jason Williamson, Nisha Nayar, Sean Cernow, Simon Balfour, Wayne Anthony, Wayne Norman, Andrew Tiernan, John Wagland, Nick Reynolds",English,,50000.0,David S. Witt,2.0,Andrew Tiernan,caesar,2.0,epidemic,12.0,,,Beast,1,0.000501796
Hansel Gretel Witch Hunters," Action,  Fantasy,  Horror",25-Jan-13,USA,R,6.1,88 min,"Directed by Tommy Wirkola. With Jeremy Renner, Gemma Arterton, Peter Stormare, Famke Janssen. Hansel & Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.","Jeremy Renner, Gemma Arterton, Famke Janssen, Pihla Viitala, Derek Mears, Robin Atkin Downes, Ingrid Bolsø Berdal, Joanna Kulig, Thomas Mann, Peter Stormare, Bjørn Sundquist, Rainer Bock, Thomas Scharff, Kathrin Kühnel, Cedric Eich",English,"Sächsische Schweiz, Saxony, Germany",50000000.0,Enzo G. Castellari,2.0,Tommy Wirkola,episode,2.0,siblings,12.0,,,Beatbox,1,0.000501796
Recall," Horror,  Sci-Fi,  Thriller",2-Jun-17,USA,R,4.9,90 min,"Directed by Mauro Borrelli. With Wesley Snipes, RJ Mitte, Jedidiah Goodacre, Laura Bilgeri. When five friends vacation at a remote lake house they expect nothing less than a good time, unaware that planet Earth is under an alien invasion and mass-abduction.","Wesley Snipes, RJ Mitte, Jedidiah Goodacre, Laura Bilgeri, Niko Pepaj, Hannah Rose May, Scott Nettleton, Sean Millington, Graham Shiels, Tracey Hway, Megan Pereira, Benjamin DeWalt, Reid Anderson, Sydney Powers, Edward Gin",English,,,Hannah Levien,2.0,Mauro Borrelli,terra,2.0,murray,12.0,,,beautiful,1,0.000501796
Killer Piñata," Comedy,  Horror",5-Dec-15,USA,,5.6,87 min,"Directed by Stephen Tramontana. With Lindsay Ashcroft, Nate Bryan, Billy Chengary, Sheila Edmiston. A possessed piñata, seeking to avenge the savagery that humanity has inflicted on his kind, picks off a group of friends, one by one, in an unending night of terror.","Lindsay Ashcroft, Nate Bryan, Billy Chengary, Sheila Edmiston, Elvis Garcia, Daniel Hawkes, Eliza-Jane Morris, Davinia Palmer, Steven James Price, Joette Waters, Nick Weeks",English,"Logan Square, Chicago, Illinois, USA",5000.0,Robert Dean,2.0,Stephen Tramontana,trash,2.0,15,12.0,,,Beautiful,1,0.000501796
Ang pagsanib kay Leah Dela Cruz," Drama,  Horror,  Mystery,  Thriller",28-Jun-17,Philippines,,5.3,97 min,"Directed by Katski Flores. With Sarah Lahbati, Shy Carlos, Julian Trono, Mailes Kanapi. A lady cop who moves into a small town gets drawn to a case that involves a girl that's possessed by an evil spirit.","Sarah Lahbati, Shy Carlos, Julian Trono, Mailes Kanapi, Michael Rivero, Olive Nieto, Micah Muñoz, Aireen Almonte, Jim Paredes",Filipino|Tagalog,,,Ray MacDonald,3.0,Katski Flores,ludo,1.0,khan,12.0,,,Becerra,1,0.000501796
House Bad," Horror,  Thriller",18-May-13,USA,NOT RATED,3.1,96 min,"Directed by Jim Towns. With Heather L. Tyler, Sadie Katz, Cheryl Bonty, Lisamarie Costabile. Three sisters on the run with a suitcase full of stolen heroin hide out in their childhood home, which is haunted by the ghosts of their parents.","Heather L. Tyler, Sadie Katz, Cheryl Bonty, Lisamarie Costabile, Clint Jung, Julia Putnam, Jim Falkenstein, Madison Wenn, Orenda Velvet Wurth",English,"Los Angeles, California, USA",150000.0,Raine Brown,3.0,Jim Towns,mold,1.0,javier,12.0,,,Beckons,1,0.000501796
Necronos, Horror,18-Mar-14,USA,NOT RATED,3.8,127 min,"Directed by Marc Rohnstock. With Thomas Sender, Manoush, Timo Fuchs, Mario Zimmerschitt. Necronos, one of the mightiest minions of the devil himself has come to earth to create an invincible army of the undead under leadership of barbaric demons, called Berzerkers. To achieve his goal Necronos needs numerous often very macabre and difficult to come by ingredients. So Satan sends him two assistants to achieve his goal - Goran, a Blood Demon and footman loyal to Necronos as well as The...","Thomas Sender, Manoush, Timo Fuchs, Mario Zimmerschitt, Alexander Andreszka, Tanja Karius, Saskia Neumüller, Mike Weishaupt, Denissa Schmidt, Toni Reckert, Patrick Bender, Luna B., Bloody Marlen, Ann-Christin Rosenkranz, Andrea Schmitt",German,"Bingen, Rhineland-Palatinate, Germany",,Billy Blair,3.0,Marc Rohnstock,pet,1.0,aj,12.0,,,Becoming,1,0.000501796
Wolf," Action,  Horror,  Thriller",20-Sep-13,USA,,5.9,92 min,"Directed by Tamae Garateguy. With Mónica Lairana, Guadalupe Docampo, Luján Ariza, Edgardo Castro. She Wolf is a serial killer who traps her men in the subway in Buenos Aires. She seduces, has sex with them and kills them. But one of those men is a police officer who is investigating her crimes. Running away from him she meets a dealer with whom she stars a relationship. This romance unravels a war between her three personalities: the monster woman, the sensual woman and the human woman who ...","Mónica Lairana, Guadalupe Docampo, Luján Ariza, Edgardo Castro, Nicolás Gold, Guillermo Pfening, Germán Da Silva, César Bordón, Hernán Bustos, Miguel Forza de Paul, Javier De Pietro, José Luciano González, Diego Rinaldi",Spanish,,,Alexa PenaVega,3.0,Tamae Garateguy,raze,1.0,features,12.0,,,Bedford,1,0.000501796
Crypt, Horror,3-Dec-14,France,,3.8,,"Directed by Mark Murphy. With Mark Harris, Natalie Stone, Peter Woodward, Nicola Posener. The Church sends in a team to investigate the tragic deaths of a young group found in the crypt of a Convent.","Mark Harris, Natalie Stone, Peter Woodward, Nicola Posener, Charley Mcdougall, Tom Leeper, Lucy Drive, Sabrina Bussandri, Jan Chappell, Peter Moller, Sophie Lovell Anderson, Chloe Partridge, Adrian Bouchet, Najia Ansari, Eva Smite",English,,,Summer H. Howell,3.0,Mark Murphy,tormented,1.0,byrne,12.0,,,Beef,1,0.000501796
Cook, Horror,1-Apr-13,USA,NOT RATED,4.2,88 min,"Directed by Joshua Miller. With Jeremy Castaldo, Amber Tranum, Ashley Elizabeth Pierce, Wade Blevins. A young TV actor holds a memorial party for his deceased sister. It is held in an abandoned park where, a murderous, shamanistic drug-lord lives. The actor and his friends are hunted by this seemingly supernatural killer.","Jeremy Castaldo, Amber Tranum, Ashley Elizabeth Pierce, Wade Blevins, Josh Emanuel, Frank Barrett, Kitt Bender, Libby Chancellor, Brad Claggett, Gabriel Conduff, Cyrus Crane, Corey Douglas, Mathew Fasano, Jamie Lee Fife, Kristina Flinn",English,"Oklahoma, USA",30000.0,Yoshihiko Hakamada,3.0,Joshua Miller,toymaker,1.0,erotic,12.0,,,Been,1,0.000501796
Kind," Horror,  Thriller",23-Nov-13,USA,NOT RATED,5.2,76 min,"Directed by Jonathan Blitstein. With Jamie Law, Nate Miller, Laura Ramadei, Patrick Woodall. A group of unprepared weekend hikers go missing while snowshoeing in the Catskill Mountains.","Jamie Law, Nate Miller, Laura Ramadei, Patrick Woodall",English,"Brooklyn, New York City, New York, USA",120000.0,Tom Nagel,3.0,Jonathan Blitstein,widow,1.0,shane,12.0,,,Beget,1,0.000501796
Make Me Shudder, Horror,4-Mar-15,Thailand,,4.9,,"Directed by Poj Arnon. With Brian Richard Garton, Kunatip Pinpradub, Kittipat Samarntragulchai, Manithikhun Siraphop. A group of friends go on a vacation in Phuket after their high school graduation. They build their tents next to the beach but unfortunately for them, a huge storm forces them to move indoors into a nearby hotel. They decide to sleep at the hotel for the night. However, they are all woken up by the same horrible dream of a Tsunami disaster. A gruesome sight greets them as they open their eyes; ...","Brian Richard Garton, Kunatip Pinpradub, Kittipat Samarntragulchai, Manithikhun Siraphop, Worachai Sirikongsuwan, Wiradit Srimalai, Rittichai Tasarika, Withawat Thaokhamlue, Puvadol Vechwongsa",Thai,,,Robert Nairne,2.0,Poj Arnon,aurora,1.0,lady,12.0,,,begin,1,0.000501796
Mania, Horror,18-Sep-15,USA,,5.0,88 min,"Directed by Jessica Cameron. With Tristan Risk, Carlo Mendez, Ellie Church, Brian Williams. Two lesbian lovers are forced to flee their hometown after a brutal murder changes their lives forever.","Tristan Risk, Carlo Mendez, Ellie Church, Brian Williams, Rebecca Moore, Ryan M. Andrews, Steve Lochowitz, Jordan Pacheco, Brigid Macaulay, Jonathan Scott Higgins, Aaron M. Lane, Jason Hignite, Max Gomez, Brendan Miller, Jonathan Hatley",English,,,Louisa Krause,2.0,Jessica Cameron,barry,1.0,driven,12.0,,,Beginning,1,0.000501796
Still Life," Horror,  Mystery,  Thriller",5-Mar-15,Argentina,,6.8,97 min,"Directed by Gabriel Grieco. With Sabrina Carballo, Luz Cipriota, Ezequiel De Almeida, Cristian Toti Iglesias. In a town of Argentina, 'the country of barbecues', people linked to the cattle industry start to disappear. A journalist start to research; soon she'll find out a dark secret.","Sabrina Carballo, Luz Cipriota, Ezequiel De Almeida, Cristian Toti Iglesias, Walter Leiva, Nicolas Maiques, Liz Moreno, Berta Muñiz, Mercedes Oviedo, Juan Palomino, Nicolás Pauls, Verónica Pelaccini, Nestor Sanchez, Patricio Sardelli, Amin Yoma",Spanish,,,Andrew Moxham,2.0,Gabriel Grieco,cheerleader,1.0,hide,12.0,,,Behaving,1,0.000501796
Kud Krachak Krien, Horror,6-Apr-17,Thailand,,3.4,,"Directed by Poj Arnon. With Paweena Chariffsakul, Kunatip Pinpradub, Anon Saisangcharn, Kittipat Samarntragulchai.","Paweena Chariffsakul, Kunatip Pinpradub, Anon Saisangcharn, Kittipat Samarntragulchai, Puvadol Vechwongsa",Thai,,,David Chokachi,2.0,Poj Arnon,control,1.0,theyve,12.0,,,behavior,1,0.000501796
Hybrid," Horror,  Sci-Fi",3-Apr-14,Sweden,,4.7,94 min,"Directed by Billy O'Brien. With John Lynch, Morjana Alaoui, Craig Conway, Antonia Thomas. An elite team of mercenaries is hired for a covert operation, deep inside a former Soviet state. Arriving at an underground laboratory, their mission is to secure specimens of genetically engineered human and alien hybrids. Battling with a ferocious armed militia as well as dark, menacing creatures, the odds of survival are stacked against them.","John Lynch, Morjana Alaoui, Craig Conway, Antonia Thomas, Jumayn Hunter, Beth Winslet, Ned Dennehy, Perri Hanson, Edward Dogliani, Chris Ellis-Stanton, Sophia Hatfield, Aiste Gramantaite, Brendan O'Brien, Ebba O'Brien, Amy Cameron",English|Russian,"Huddersfield, West Yorkshire, England, UK",2800000.0,Carlos Alazraqui,2.0,Billy O'Brien,dismissed,1.0,quest,12.0,,,Beheadings,1,0.000501796
Giant Spider," Horror,  Sci-Fi",1-May-13,USA,,6.6,71 min,"Directed by Christopher R. Mihm. With Shannon McDonough, Daniel Sjerven, Billie Jo Konze, Michael Cook. When radiation left behind by atomic weapons testing creates a gigantic killer mutant arachnid, it's up to a trio of scientists, an Army general, and a newspaper reporter and his fiancée to figure out how to stop the hungry beast from devouring the entire county in writer/director Christopher R. Mihm's ode to the giant bug films of yesteryear!","Shannon McDonough, Daniel Sjerven, Billie Jo Konze, Michael Cook, James Norgard, Mark Haider, Ware Carlton-Ford, Aaron Courteau, Elliott Mihm, Alice Mihm, Stephanie Mihm, Cherie Gallinati, Kira Pontiff, Melissa Dirtzu, Ann Segar",English|Esperanto,"Arden Hills, Minnesota, USA",7500.0,Janeks Babidorics,2.0,Christopher R,furnace,1.0,inhabitants,12.0,,,Behind-The-Scenes,1,0.000501796
Strings Playtime Hell," Action,  Crime,  Drama,  Horror,  Thriller",16-Jun-12,USA,NOT RATED,5.3,,"Directed by Robert Noel Gifford. With A.J. Khan, Julie Anne Prescott, Anne Ferrari, Damien Colletti. A clown doll possessed by a demon goes on a bloody rampage of murder after being found and taken into a home.","A.J. Khan, Julie Anne Prescott, Anne Ferrari, Damien Colletti, Max Wasa, Jacquelyn Velvets, Zoe Vargas, Brinke Stevens, Monique Dupree, Vania Mendez, Suzi Lorraine, Dani Thompson, Melantha Blackthorne, Brandi Asile, Kylee Nash",English,"London, England, UK",,Cameron Monaghan,2.0,Robert Noel Gifford,hayride,1.0,prostitute,12.0,,,Beholder,1,0.000501796
Plague Biohazard Blood, Horror,11-Jun-17,USA,,9.1,80 min,"Directed by Emir Skalonja. With Mirela Ajdimovski, Michael Balch, Rob Bickert III, Linda Bickert. After Tom's and Jack's death, Becky and Jill continue their journey in the zombie apocalypse. Their goal is only to survive, until they see the mysterious signs for a sanctuary.","Mirela Ajdimovski, Michael Balch, Rob Bickert III, Linda Bickert, Madelyn Bruno, Tyler Cheman, Mitch Cochran, Jamie Colby, Nicholas Duerr, Katherine Fudge, Leah Glendenning, Michelina Houlihan, John Karyus, Amira Keeton, Damien Keeton",English,,1400.0,Annabelle Dexter-Jones,2.0,Emir Skalonja,holeo,1.0,claim,12.0,,,Beijing,1,0.000501796
